instruction,input,output,text
판결문을 송달받았을 경우 어떤 조치를 해야 하나요?,,"판결문을 송달받았을 경우, 다음과 같은 조치를 취해야 합니다. 승소판결과 패소판결에 따라 조치가 달라집니다.
승소시 조치:
단계 1 (재판결과 보고): 판결문 송달일로부터 3일 이내에 소송사무보고서(재판결과보고)를 작성하여 법무부에 제출하십시오. 이 보고서에는 재판결과와 판결문 부본을 포함시켜야 합니다.
단계 2 (확정 보고): 판결이 확정된 후 5일 이내에 소송사무보고서(소송종결보고)를 작성하여 법무부에 제출하십시오. 이 보고서에는 판결이 확정된 사실을 증명하는 판결확정증명원 등을 첨부해야 합니다.
패소시 조치:
단계 1 (상소제기 여부 결정): 판결문 송달일로부터 7일 이내에 상소제기(포기) 여부를 결정하고 그 의견을 표시하는 상소제기(포기)의견서와 판결문, 패소원인분석표, 송달근거자료 등을 법무부에 제출하십시오. 상소제기 의견을 명확하게 표시해야 합니다.
단계 2 (항소(상고) 제기): 판결문 송달일로부터 14일 이내에 항소장(상고장)을 작성하여 원심법원에 제출하십시오. 항소이유서는 추후 제출해도 무방합니다.
단계 3 (항소(상고) 제출 보고): 항소장(상고장) 제출일로부터 3일 이내에 소송진행사항보고를 작성하여 법무부에 제출하십시오. 이 보고서에는 항소장 사본과 항소제기증명원 등을 첨부해야 합니다.
위의 단계에 따라 판결문 송달을 처리하시면 됩니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
판결문을 송달받았을 경우 어떤 조치를 해야 하나요?
### Response:
판결문을 송달받았을 경우, 다음과 같은 조치를 취해야 합니다. 승소판결과 패소판결에 따라 조치가 달라집니다.
승소시 조치:
단계 1 (재판결과 보고): 판결문 송달일로부터 3일 이내에 소송사무보고서(재판결과보고)를 작성하여 법무부에 제출하십시오. 이 보고서에는 재판결과와 판결문 부본을 포함시켜야 합니다.
단계 2 (확정 보고): 판결이 확정된 후 5일 이내에 소송사무보고서(소송종결보고)를 작성하여 법무부에 제출하십시오. 이 보고서에는 판결이 확정된 사실을 증명하는 판결확정증명원 등을 첨부해야 합니다.
패소시 조치:
단계 1 (상소제기 여부 결정): 판결문 송달일로부터 7일 이내에 상소제기(포기) 여부를 결정하고 그 의견을 표시하는 상소제기(포기)의견서와 판결문, 패소원인분석표, 송달근거자료 등을 법무부에 제출하십시오. 상소제기 의견을 명확하게 표시해야 합니다.
단계 2 (항소(상고) 제기): 판결문 송달일로부터 14일 이내에 항소장(상고장)을 작성하여 원심법원에 제출하십시오. 항소이유서는 추후 제출해도 무방합니다.
단계 3 (항소(상고) 제출 보고): 항소장(상고장) 제출일로부터 3일 이내에 소송진행사항보고를 작성하여 법무부에 제출하십시오. 이 보고서에는 항소장 사본과 항소제기증명원 등을 첨부해야 합니다.
위의 단계에 따라 판결문 송달을 처리하시면 됩니다."
상대방(원고)의 항소장 부본을 송달받았을 경우 어떤 조치가 필요한가요?,,"상대방(원고)의 항소장 부본을 송달받았을 경우, 아래의 조치를 취해야 합니다. 항소심에서의 소송행위는 1심과 동일하게 법무부에 보고하고 법원에 제출하시면 됩니다.
단계 1 (항소장 접수보고): 항소장 송달일로부터 3일 이내에 소송진행사항보고(접수보고)를 작성하여 법무부에 제출하십시오. 이 보고서에는 항소장 사본, 항소제기증명원, 소송수행자지정서 사본 등을 첨부해야 합니다.
항소취하시 경우:
단계 1 (항소취하 여부 결정): 항소취하 여부를 결정하고 그 의견을 표시하는 항소취하의견서를 작성하여 법무부에 제출하십시오.
단계 2 (항소취하서 제기): 항소취하를 결정한 경우, 항소취하서를 작성하여 법원에 제출하십시오.
단계 3 (종결 보고): 소송 종결 후 5일 이내에 소송사무보고서(소송종결보고)를 작성하여 법무부에 제출하십시오. 이 보고서에는 종결 사실을 입증하는 자료를 첨부해야 합니다. 항소심 판결문을 송달받은 경우와 우리 구가 상고한 경우에 대해서도 동일한 절차로 처리하시면 됩니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
상대방(원고)의 항소장 부본을 송달받았을 경우 어떤 조치가 필요한가요?
### Response:
상대방(원고)의 항소장 부본을 송달받았을 경우, 아래의 조치를 취해야 합니다. 항소심에서의 소송행위는 1심과 동일하게 법무부에 보고하고 법원에 제출하시면 됩니다.
단계 1 (항소장 접수보고): 항소장 송달일로부터 3일 이내에 소송진행사항보고(접수보고)를 작성하여 법무부에 제출하십시오. 이 보고서에는 항소장 사본, 항소제기증명원, 소송수행자지정서 사본 등을 첨부해야 합니다.
항소취하시 경우:
단계 1 (항소취하 여부 결정): 항소취하 여부를 결정하고 그 의견을 표시하는 항소취하의견서를 작성하여 법무부에 제출하십시오.
단계 2 (항소취하서 제기): 항소취하를 결정한 경우, 항소취하서를 작성하여 법원에 제출하십시오.
단계 3 (종결 보고): 소송 종결 후 5일 이내에 소송사무보고서(소송종결보고)를 작성하여 법무부에 제출하십시오. 이 보고서에는 종결 사실을 입증하는 자료를 첨부해야 합니다. 항소심 판결문을 송달받은 경우와 우리 구가 상고한 경우에 대해서도 동일한 절차로 처리하시면 됩니다."
만약 우리 구가 항소취하를 결정한다면 어떤 조치를 취해야 하나요?,,"우리 구가 항소취하를 결정하는 경우, 다음과 같은 절차를 따르셔야 합니다.
단계 1 (항소취하 여부 결정): 항소취하 여부를 결정한 후 법무부에 지휘 요청을 하십시오. 이때 항소취하의견서를 작성하여 법무부에 제출해야 합니다.
단계 2 (항소취하서 제기): 항소취하를 결정한 경우, 법원에 항소취하서를 제출하십시오.
단계 3 (종결 보고): 소송 종결 후 5일 이내에 소송사무보고서(소송종결보고)를 작성하여 법무부에 제출하십시오. 이 보고서에는 종결 사실을 입증하는 자료를 첨부해야 합니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
만약 우리 구가 항소취하를 결정한다면 어떤 조치를 취해야 하나요?
### Response:
우리 구가 항소취하를 결정하는 경우, 다음과 같은 절차를 따르셔야 합니다.
단계 1 (항소취하 여부 결정): 항소취하 여부를 결정한 후 법무부에 지휘 요청을 하십시오. 이때 항소취하의견서를 작성하여 법무부에 제출해야 합니다.
단계 2 (항소취하서 제기): 항소취하를 결정한 경우, 법원에 항소취하서를 제출하십시오.
단계 3 (종결 보고): 소송 종결 후 5일 이내에 소송사무보고서(소송종결보고)를 작성하여 법무부에 제출하십시오. 이 보고서에는 종결 사실을 입증하는 자료를 첨부해야 합니다."
항소심 판결문을 송달받았을 경우 어떻게 처리해야 하나요?,,"항소심 판결문을 송달받은 경우, 1심 선고 시와 동일한 방식으로 처리하시면 됩니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
항소심 판결문을 송달받았을 경우 어떻게 처리해야 하나요?
### Response:
항소심 판결문을 송달받은 경우, 1심 선고 시와 동일한 방식으로 처리하시면 됩니다."
"우리 구역이 상고를 한 경우, 상고 제기 후 어떤 절차를 거쳐야 하나요?",,"우리 구역이 상고를 제기한 경우, 다음과 같은 절차를 거쳐야 합니다:
상고이유서에 대한 답변서 제출
상고이유서에 대한 답변서는 상고이유에 대한 응대로 작성되어야 합니다.
상고이유서 제출 기한은 송달일로부터 10일 이내입니다.
이 답변서는 법원에 제출되어야 합니다.
상고이유서에 대한 답변서 제출 보고
상고이유서에 대한 답변서를 법원에 제출한 후 3일 이내에, 소송진행 사항을 보고하고 답변서 사본을 첨부합니다.
이 답변서 보고는 법무부에게 제출됩니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
우리 구역이 상고를 한 경우, 상고 제기 후 어떤 절차를 거쳐야 하나요?
### Response:
우리 구역이 상고를 제기한 경우, 다음과 같은 절차를 거쳐야 합니다:
상고이유서에 대한 답변서 제출
상고이유서에 대한 답변서는 상고이유에 대한 응대로 작성되어야 합니다.
상고이유서 제출 기한은 송달일로부터 10일 이내입니다.
이 답변서는 법원에 제출되어야 합니다.
상고이유서에 대한 답변서 제출 보고
상고이유서에 대한 답변서를 법원에 제출한 후 3일 이내에, 소송진행 사항을 보고하고 답변서 사본을 첨부합니다.
이 답변서 보고는 법무부에게 제출됩니다."
소송이 확정된 경우에는 어떤 절차를 따라야 하나요?,,"소송이 확정된 경우에는 다음과 같은 절차를 따라야 합니다:
승소한 경우:
승소한 경우에는 소송비용액 확정 결정을 위한 절차가 진행됩니다.
확정된 소송비용액 결정에 대한 보고가 이루어지며, 판결 확정증명원 등의 서류를 첨부하여 제출합니다.
소송비용액 확정 결정 승인 신청과 관련된 서류를 제출합니다. 이때 소송비용에 대한 영수증 등을 첨부합니다.
소송비용액 확정 결정 신청서와 관련 서류를 법무부에 제출하며, 결정에 대한 결과를 소송사무 보고서로 제출합니다.
패소한 경우:
패소한 경우에는 패소원인 분석표를 작성하고, 배상금을 지급하는 절차를 진행합니다.
패소원인 분석표 등의 서류를 첨부하여 법무부에 제출합니다.
소송사무 보고서를 통해 결정 사항을 보고하며, 결정문을 첨부하여 제출합니다.
질문: 상대방이 상고하여, 상고이유서를 송달받았을 때 어떤 절차를 따라야 하나요?","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
소송이 확정된 경우에는 어떤 절차를 따라야 하나요?
### Response:
소송이 확정된 경우에는 다음과 같은 절차를 따라야 합니다:
승소한 경우:
승소한 경우에는 소송비용액 확정 결정을 위한 절차가 진행됩니다.
확정된 소송비용액 결정에 대한 보고가 이루어지며, 판결 확정증명원 등의 서류를 첨부하여 제출합니다.
소송비용액 확정 결정 승인 신청과 관련된 서류를 제출합니다. 이때 소송비용에 대한 영수증 등을 첨부합니다.
소송비용액 확정 결정 신청서와 관련 서류를 법무부에 제출하며, 결정에 대한 결과를 소송사무 보고서로 제출합니다.
패소한 경우:
패소한 경우에는 패소원인 분석표를 작성하고, 배상금을 지급하는 절차를 진행합니다.
패소원인 분석표 등의 서류를 첨부하여 법무부에 제출합니다.
소송사무 보고서를 통해 결정 사항을 보고하며, 결정문을 첨부하여 제출합니다.
질문: 상대방이 상고하여, 상고이유서를 송달받았을 때 어떤 절차를 따라야 하나요?"
"상대방이 상고를 제기하여 상고이유서를 송달받은 경우, 다음과 같은 절차를 따라야 합니다:",,"상고이유서에 대한 답변서 제출:
상대방의 상고이유에 대한 답변서를 작성하여 제출해야 합니다.
답변서 제출 기한은 상고이유서 송달일로부터 10일 이내입니다.
이 답변서는 법원에 제출되어야 합니다.
상고이유서에 대한 답변서 제출 보고:
상대방의 상고이유서에 대한 답변서를 작성하여 법원에 제출한 후 3일 이내에, 소송진행 사항을 보고하고 답변서 사본을 첨부합니다.
이 답변서 보고는 법무부에게 제출됩니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
상대방이 상고를 제기하여 상고이유서를 송달받은 경우, 다음과 같은 절차를 따라야 합니다:
### Response:
상고이유서에 대한 답변서 제출:
상대방의 상고이유에 대한 답변서를 작성하여 제출해야 합니다.
답변서 제출 기한은 상고이유서 송달일로부터 10일 이내입니다.
이 답변서는 법원에 제출되어야 합니다.
상고이유서에 대한 답변서 제출 보고:
상대방의 상고이유서에 대한 답변서를 작성하여 법원에 제출한 후 3일 이내에, 소송진행 사항을 보고하고 답변서 사본을 첨부합니다.
이 답변서 보고는 법무부에게 제출됩니다."
소송이 확정된 경우에는 어떤 절차를 따라야 하나요?,,"소송이 확정된 경우, 승소여부에 따라 다음과 같은 절차를 따릅니다:
승소한 경우:
승소한 경우에는 소송비용액 확정 결정에 대한 절차가 진행됩니다.
소송이 확정된 후 5일 이내에, 소송종결보고서와 판결확정증명원 등의 서류를 법무부에 제출합니다.
소송비용액 확정 결정을 위한 승인 신청서와 영수증 등을 첨부하여 법무부에 제출합니다.
소송비용액 확정결정이 승인되면, 결정 관련 사항을 보고하고 결정문을 법무부에 제출합니다.
패소한 경우:
패소한 경우에는 상고기각판결이 발생할 수 있습니다.
패소한 경우도 상고가 이루어질 수 있으므로, 상황에 따라 상고에 대비한 절차를 준비해야 합니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
소송이 확정된 경우에는 어떤 절차를 따라야 하나요?
### Response:
소송이 확정된 경우, 승소여부에 따라 다음과 같은 절차를 따릅니다:
승소한 경우:
승소한 경우에는 소송비용액 확정 결정에 대한 절차가 진행됩니다.
소송이 확정된 후 5일 이내에, 소송종결보고서와 판결확정증명원 등의 서류를 법무부에 제출합니다.
소송비용액 확정 결정을 위한 승인 신청서와 영수증 등을 첨부하여 법무부에 제출합니다.
소송비용액 확정결정이 승인되면, 결정 관련 사항을 보고하고 결정문을 법무부에 제출합니다.
패소한 경우:
패소한 경우에는 상고기각판결이 발생할 수 있습니다.
패소한 경우도 상고가 이루어질 수 있으므로, 상황에 따라 상고에 대비한 절차를 준비해야 합니다."
집행정지(결정)이란 무엇인가요?,,"집행정지(결정)은 행정소송이 제기된 경우, 처분이나 집행으로 인해 회복하기 어려운 손해가 예상될 때, 긴급하게 효력이나 집행을 정지시키기 위해 법원이나 당사자가 신청할 수 있는 결정입니다. 이 결정은 행정소송법 제23조 제2항에 근거하며, 제1심에서 원고가 승소한 경우 법원이 제2심 판결 선고 이전까지 집행을 정지시키는 것이 일반적입니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
집행정지(결정)이란 무엇인가요?
### Response:
집행정지(결정)은 행정소송이 제기된 경우, 처분이나 집행으로 인해 회복하기 어려운 손해가 예상될 때, 긴급하게 효력이나 집행을 정지시키기 위해 법원이나 당사자가 신청할 수 있는 결정입니다. 이 결정은 행정소송법 제23조 제2항에 근거하며, 제1심에서 원고가 승소한 경우 법원이 제2심 판결 선고 이전까지 집행을 정지시키는 것이 일반적입니다."
어떤 경우에 집행정지(결정)가 이루어지나요?,,"집행정지(결정)은 다음과 같은 경우에 이루어집니다:
행정소송이 제기되었을 때, 처분이나 집행으로 인해 회복하기 어려운 손해가 예상되는 경우
원고나 법원이 긴급하게 효력이나 집행을 정지시키기 위해 신청하는 경우
제1심에서 원고가 승소한 경우, 법원이 제2심 판결 선고 이전까지 집행을 정지시키는 경우","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
어떤 경우에 집행정지(결정)가 이루어지나요?
### Response:
집행정지(결정)은 다음과 같은 경우에 이루어집니다:
행정소송이 제기되었을 때, 처분이나 집행으로 인해 회복하기 어려운 손해가 예상되는 경우
원고나 법원이 긴급하게 효력이나 집행을 정지시키기 위해 신청하는 경우
제1심에서 원고가 승소한 경우, 법원이 제2심 판결 선고 이전까지 집행을 정지시키는 경우"
집행정지(결정)의 예시 사례가 있나요?,,"예를 들어, A라는 시민이 도시의 환경 파괴에 대한 행정 처분에 대해 불복하여 행정소송을 제기한 경우를 생각해보겠습니다. 이 때, 해당 처분이 집행되면 도시의 환경이 더욱 악화되어 회복하기 어려운 손해가 발생할 수 있다고 판단되면, A나 법원은 집행정지(결정)을 신청할 수 있습니다. 이로써 효력이나 집행을 일시적으로 정지시키고, 소송 결과를 기다릴 수 있습니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
집행정지(결정)의 예시 사례가 있나요?
### Response:
예를 들어, A라는 시민이 도시의 환경 파괴에 대한 행정 처분에 대해 불복하여 행정소송을 제기한 경우를 생각해보겠습니다. 이 때, 해당 처분이 집행되면 도시의 환경이 더욱 악화되어 회복하기 어려운 손해가 발생할 수 있다고 판단되면, A나 법원은 집행정지(결정)을 신청할 수 있습니다. 이로써 효력이나 집행을 일시적으로 정지시키고, 소송 결과를 기다릴 수 있습니다."
집행정지(결정) 절차는 어떻게 이루어지나요?,,"집행정지(결정) 절차는 다음과 같습니다:
행정소송이 제기된 후, 처분이나 집행으로 인해 예상되는 회복 어려운 손해가 있다고 인정되면, 당사자나 법원은 집행정지(결정)을 신청할 수 있습니다.
신청서와 관련 서류를 작성하여 법원에 제출합니다.
법원은 신청 내용을 검토하고 긴급한 필요성을 판단한 후, 집행정지(결정) 여부를 결정합니다.
만약 제1심에서 원고가 승소한 경우, 법원은 제2심 판결 선고 이전까지 집행을 정지할 수 있습니다.
집행정지(결정)이 이루어진 경우, 효력이나 집행이 일시적으로 정지됩니다.
집행정지(결정)의 효력은 법원의 결정에 따라 다를 수 있으며, 소송 결과에 따라 최종적인 조치가 이루어집니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
집행정지(결정) 절차는 어떻게 이루어지나요?
### Response:
집행정지(결정) 절차는 다음과 같습니다:
행정소송이 제기된 후, 처분이나 집행으로 인해 예상되는 회복 어려운 손해가 있다고 인정되면, 당사자나 법원은 집행정지(결정)을 신청할 수 있습니다.
신청서와 관련 서류를 작성하여 법원에 제출합니다.
법원은 신청 내용을 검토하고 긴급한 필요성을 판단한 후, 집행정지(결정) 여부를 결정합니다.
만약 제1심에서 원고가 승소한 경우, 법원은 제2심 판결 선고 이전까지 집행을 정지할 수 있습니다.
집행정지(결정)이 이루어진 경우, 효력이나 집행이 일시적으로 정지됩니다.
집행정지(결정)의 효력은 법원의 결정에 따라 다를 수 있으며, 소송 결과에 따라 최종적인 조치가 이루어집니다."
집행정지 신청서를 어떻게 제출하나요?,,"집행정지 신청서가 접수되면 다음과 같은 조치가 이루어집니다:
신청서가 접수된 즉시, 소송사무보고서에 접수 사실이 보고됩니다.
소송사무보고서에는 집행정지신청서 사본 등이 첨부되어 제출됩니다.
이 단계에서는 법무부에 의해 해당 신청서의 내용과 접수 사실이 보고됩니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
집행정지 신청서를 어떻게 제출하나요?
### Response:
집행정지 신청서가 접수되면 다음과 같은 조치가 이루어집니다:
신청서가 접수된 즉시, 소송사무보고서에 접수 사실이 보고됩니다.
소송사무보고서에는 집행정지신청서 사본 등이 첨부되어 제출됩니다.
이 단계에서는 법무부에 의해 해당 신청서의 내용과 접수 사실이 보고됩니다."
집행정지 신청에 대한 답변서는 어떻게 제출하나요?,,"집행정지 신청에 대한 답변서 제출 절차는 다음과 같습니다:
법원에서는 소송진행 상황 및 집행정지 신청에 대한 답변서 등을 제출해야 합니다.
답변서 및 기타 증거서류는 명시된 제출기간 내에 법원으로 제출되어야 합니다.
답변서 제출 시에는 소송수행자지정서 및 대리인(변호사 위임장)도 함께 제출되어야 합니다.
이 단계에서는 법무부의 지휘를 받아서 답변서를 제출하도록 유의해야 합니다.
답변서 제출 후에는 소송진행사항보고서에 답변서 사본, 증거서류 등이 첨부되어 보고됩니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
집행정지 신청에 대한 답변서는 어떻게 제출하나요?
### Response:
집행정지 신청에 대한 답변서 제출 절차는 다음과 같습니다:
법원에서는 소송진행 상황 및 집행정지 신청에 대한 답변서 등을 제출해야 합니다.
답변서 및 기타 증거서류는 명시된 제출기간 내에 법원으로 제출되어야 합니다.
답변서 제출 시에는 소송수행자지정서 및 대리인(변호사 위임장)도 함께 제출되어야 합니다.
이 단계에서는 법무부의 지휘를 받아서 답변서를 제출하도록 유의해야 합니다.
답변서 제출 후에는 소송진행사항보고서에 답변서 사본, 증거서류 등이 첨부되어 보고됩니다."
집행정지 결정문이 송달되면 어떤 절차가 이루어지나요?,,"집행정지 결정문이 송달된 후 다음과 같은 조치가 이루어집니다:
소송사무보고서에 결정문보고 사실이 기록됩니다.
결정문, 의견서, 송달근거서류 등이 첨부되어 제출되며, 이 때 즉시항고 여부에 대한 의견을 명확하게 표시해야 합니다.
또한 즉시항고 여부에 대한 검사 지휘를 받아서 이를 보고해야 합니다.
만약 법무부로부터 즉시항고 지휘가 있는 경우, 집행정지 결정문 송달일로부터 7일(불변기간) 이내에 법원에 즉시항고해야 합니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
집행정지 결정문이 송달되면 어떤 절차가 이루어지나요?
### Response:
집행정지 결정문이 송달된 후 다음과 같은 조치가 이루어집니다:
소송사무보고서에 결정문보고 사실이 기록됩니다.
결정문, 의견서, 송달근거서류 등이 첨부되어 제출되며, 이 때 즉시항고 여부에 대한 의견을 명확하게 표시해야 합니다.
또한 즉시항고 여부에 대한 검사 지휘를 받아서 이를 보고해야 합니다.
만약 법무부로부터 즉시항고 지휘가 있는 경우, 집행정지 결정문 송달일로부터 7일(불변기간) 이내에 법원에 즉시항고해야 합니다."
민사소송에서 소를 제기하는 절차에는 어떤 사항들이 포함되나요?,,"우리 구역이 원고인 경우, 소송부서는 다음과 같은 절차를 거칩니다:
소장이 접수되면 소송부서는 해당 사실을 보고하고 소송수행방침을 결재합니다. 이때 방침 결재 시에는 기획실장과 법무규제개혁팀장의 협조가 필요합니다.
변호사 선임이 필요한 경우, 필요시 변호사를 선임하며, 사전 협의가 필요한 경우 사전에 협의합니다.
소송수행자(소송대리인)가 지정되고 변호사 선임이 결정되면 해당 내용을 기획실로 통보합니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
민사소송에서 소를 제기하는 절차에는 어떤 사항들이 포함되나요?
### Response:
우리 구역이 원고인 경우, 소송부서는 다음과 같은 절차를 거칩니다:
소장이 접수되면 소송부서는 해당 사실을 보고하고 소송수행방침을 결재합니다. 이때 방침 결재 시에는 기획실장과 법무규제개혁팀장의 협조가 필요합니다.
변호사 선임이 필요한 경우, 필요시 변호사를 선임하며, 사전 협의가 필요한 경우 사전에 협의합니다.
소송수행자(소송대리인)가 지정되고 변호사 선임이 결정되면 해당 내용을 기획실로 통보합니다."
"민사소송에서 피고인이 우리 구역인 경우, 어떤 절차가 이루어지나요?",,"민사소송에서 피고인이 우리 구역인 경우, 다음과 같은 절차가 이루어집니다:
소송부서는 기획실에서 받은 송무용전에 따라 소송수행방침을 결재합니다. 이때 방침 결재 시에는 기획실장과 법무규제개혁팀장의 협조가 필요합니다.
소송수행방침 결재 시에는 변호사 선임 여부 및 소송수행 방침 등을 결정하며, 변호사 선임이 필요한 경우 기획실과 사전 협의합니다.
소송수행자(소송대리인)가 지정되고 변호사 선임이 결정되면 해당 내용을 기획실로 통보합니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
민사소송에서 피고인이 우리 구역인 경우, 어떤 절차가 이루어지나요?
### Response:
민사소송에서 피고인이 우리 구역인 경우, 다음과 같은 절차가 이루어집니다:
소송부서는 기획실에서 받은 송무용전에 따라 소송수행방침을 결재합니다. 이때 방침 결재 시에는 기획실장과 법무규제개혁팀장의 협조가 필요합니다.
소송수행방침 결재 시에는 변호사 선임 여부 및 소송수행 방침 등을 결정하며, 변호사 선임이 필요한 경우 기획실과 사전 협의합니다.
소송수행자(소송대리인)가 지정되고 변호사 선임이 결정되면 해당 내용을 기획실로 통보합니다."
변론기일에 출석할 경우 어떤 절차를 거쳐야 하나요?,,"변론기일에 출석하는 경우 다음과 같은 절차를 거쳐야 합니다:
변론에 참석할 경우, 변론 진행 상황을 보고합니다. 만약 준비서면 제출과 변론기일 출석 간격이 10일 이내라면 준비서면 제출 보고와 함께 변론 진행 상황을 보고해도 됩니다","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
변론기일에 출석할 경우 어떤 절차를 거쳐야 하나요?
### Response:
변론기일에 출석하는 경우 다음과 같은 절차를 거쳐야 합니다:
변론에 참석할 경우, 변론 진행 상황을 보고합니다. 만약 준비서면 제출과 변론기일 출석 간격이 10일 이내라면 준비서면 제출 보고와 함께 변론 진행 상황을 보고해도 됩니다"
판결문이 선고될 때 어떤 과정을 거쳐야 하나요?,,소송사무보고를 통해 판결 선고를 보고합니다.,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
판결문이 선고될 때 어떤 과정을 거쳐야 하나요?
### Response:
소송사무보고를 통해 판결 선고를 보고합니다."
판결문이 송달되거나 패소한 경우에는 어떤 보고 절차를 거쳐야 하나요?,,"판결문이 송달되거나 패소한 경우 다음과 같은 보고 절차를 거쳐야 합니다:
판결문이 송달되었거나 패소한 경우에는 해당 사실을 소송사무보고(재판결과보고)를 통해 보고합니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
판결문이 송달되거나 패소한 경우에는 어떤 보고 절차를 거쳐야 하나요?
### Response:
판결문이 송달되거나 패소한 경우 다음과 같은 보고 절차를 거쳐야 합니다:
판결문이 송달되었거나 패소한 경우에는 해당 사실을 소송사무보고(재판결과보고)를 통해 보고합니다."
상대방이 항소한 경우에는 어떤 절차를 거쳐야 하나요?,,"상대방이 항소한 경우 다음과 같은 절차를 거쳐야 합니다:
상대방이 항소한 경우에는 피항소 보고를 작성하고 기획실에서 자체 소송수행방침을 결재합니다. 필요한 경우 소송대리인을 선임하거나 선임 요청할 수 있습니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
상대방이 항소한 경우에는 어떤 절차를 거쳐야 하나요?
### Response:
상대방이 항소한 경우 다음과 같은 절차를 거쳐야 합니다:
상대방이 항소한 경우에는 피항소 보고를 작성하고 기획실에서 자체 소송수행방침을 결재합니다. 필요한 경우 소송대리인을 선임하거나 선임 요청할 수 있습니다."
판결이 확정된 경우 어떤 보고가 필요한가요?,,"판결이 확정된 경우 다음과 같은 보고가 필요합니다:
소송이 완전히 종료되면 소송사무보고(소송종결보고)를 작성하여 보고합니다. 만약 패소로 확정된 경우에는 판결내용과 함께 패소원인분석을 보고하여야 합니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
판결이 확정된 경우 어떤 보고가 필요한가요?
### Response:
판결이 확정된 경우 다음과 같은 보고가 필요합니다:
소송이 완전히 종료되면 소송사무보고(소송종결보고)를 작성하여 보고합니다. 만약 패소로 확정된 경우에는 판결내용과 함께 패소원인분석을 보고하여야 합니다."
소송비용액 확정 신청에 대한 결과를 어떻게 보고하나요?,,"소송비용액 확정 신청에 대한 결과는 다음과 같이 보고합니다:
소송비용액 확정 신청이 이루어진 경우 해당 결과를 보고합니다. 상대방이 소를 취하한 경우에도 소송비용액 확정 신청이 필요하며, 그 결과도 보고해야 합니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
소송비용액 확정 신청에 대한 결과를 어떻게 보고하나요?
### Response:
소송비용액 확정 신청에 대한 결과는 다음과 같이 보고합니다:
소송비용액 확정 신청이 이루어진 경우 해당 결과를 보고합니다. 상대방이 소를 취하한 경우에도 소송비용액 확정 신청이 필요하며, 그 결과도 보고해야 합니다."
